Název titulu v AIS,číslo titulu v AIS,rok,žánr,číslo zdroje digitalizace obrazu v AIS,číslo zdroje digitalizace zvuku v AIS,datum digitalizace,místo digitalizace,technologie digitalizace,délka v sekundách,poznámky,kontrola kvality
ROZVOJ VELKÉ PRAHY,0065504,,dokument,KF-K 026902,x,2015,Barrandov,HD telecine,"452,022000",,
RUCE V ÚTERÝ,3600091,1935,amatérský hraný,KF-K 025470,x,2014,Barrandov,HD telecine,"632,520000",,
RUDI NA ZÁLETECH,0010055,1911,hraný,HF-K 013452,x,2015,Barrandov,HD telecine,"243,040000",,
RUDI SPORTSMAN,0010056,1911,hraný,HF-K 012741,x,2015,Barrandov,HD telecine,"322,640000",,
RUDOLF KREJČÍK S PŘÁTELI,3620546,1957,amatérský dokumentární,KF-K 044698,x,2014,UPP,HD sken,"492,960000",,
RUKA,4000091,1965,animovaný,KF-K 001672,KF-K 001672,2014,Barrandov,HD telecine,"1070,440000",,
RUMBURAK,0010603,1984,hraný,HF-K 020950,HF-K 020950,2015,Barrandov,HD telecine,"5385,080000",,
RŮŽE A KASEMATA,0062677,1962,dokument,KF-K 005806,KF-K 005806,27.3.2017,FLB,HD telecine,"932,00",,
RŮŽOVÉ BRÝLE,4001328,1973,animovaný,KF-K 013774,KF-K 013774,2016,Barrandov,HD telecine,"418,64",,
RYBÁŘ,3600130,?,amatérský hraný,KF-K 32181,x,2016,Barrandov,HD telecine,"150,04",,
RYTMUS,0060770,1941,dokument,KF-K 15850,KF-K 15850,2016,Barrandov,HD telecine,"791,07",,
RÝŽOVÁ KAŠE SE SKOŘICÍ,0069774,,dokument,KF-K 044644,KF-K 044644,2015,Barrandov,HD telecine,"496,025600",,
ŘASY NEJSOU BRVY,0062685,1964,dokument,KF-K 6405,KF-K 6405,2016,Barrandov,HD telecine,"457,84",,
ŘEKA ŽIVOTA,0062757,1961,dokument,KF-K 6414,KF-K 6414,2016,Barrandov,HD telecine,"653,04",,
ŘEKA ŽIVOTA A SMRTI,0062688,1940,dokument,KF-K 6618,KF-K 6618,2016,Barrandov,HD telecine,"616,04",,
S ČERTY NEJSOU ŽERTY,0011271,1984,hraný,HF-K 022197,HF-K 022197,2014,Barrandov,HD telecine,"5436,160000",,
S ČERTY NEJSOU ŽERTY REKLAMNÍ SNÍMEK,0063811,,dokument,KF-K 019771 ,KF-K 019771 ,2016,Barrandov,HD telecine,"185,80",,
S KAMEROU ZA SPORTEM 1968 Č.12,3922665,1968,zpravodajský film,KF-K 33545,KF-K 33545,2016,Barrandov,HD telecine,"469,05",,
S KAMEROU ZA SPORTEM 1969 Č.04,3926247,1969,zpravodajský film,KF-K 37234,KF-K 37234,2016,Barrandov,HD telecine,"610,04",,
S TEBOU MĚ BAVÍ SVĚT,0011986,1982,hraný,HF-DP 017908,HF-DP 017908,2015,Barrandov,HD telecine,"4958,080000",,
SAKURA Z HOROUCÍCH PEKEL,0062704,1964,dokument,KF-K 6404,KF-K 6404,2016,Barrandov,HD telecine,"444,04",,
SAMOSIR – OSTROV NA OSTROVĚ,0062706,,dokument,KF-K 006413,KF-K 006413,2015,Barrandov,HD telecine,"907,040000",,
SAMURAJOVÉ POD ŠTURCEM ,0062708,1965,dokument,KF-K 6396,KF-K 6396,2016,Barrandov,HD telecine,"473,04",,
SÁZKA,0010105,1965,hraný,HF-K 12266,HF-K 12266,2016,Barrandov,HD telecine,"1 125,04",,
SÁZKA NA TŘINÁCTKU,0011263,1977,hraný,HF-K 012995,HF-K 012995,2015,Barrandov,HD telecine,"5236,080000",,
SBĚRNÉ SUROVOSTI,0010375,1965,hraný,HF-K 018750,HF-K 018750,2014,Barrandov,HD telecine,"1822,040000",,
SBOHEM BÁSNÍKU,0062714,,dokument,KF-K 000725,KF-K 000725,2015,Barrandov,HD telecine,"368,600000",,
SEDM SET LET MĚSTA LITOMYŠLE,3620354,1959,amatérský dokumentární,KF-K 041515,x,2014,Barrandov,HD telecine,"913,800000",,
SEDMDESÁT PĚT LET MORAVSKÉHO BISKUPA DR. B. CIGÁNKA,3620497,1949,amatérský dokumentární,KF-K 040466,KF-K 040466,2014,Barrandov,HD telecine,"336,920000",,
SEDMIKRÁSKY,0011693,1966,hraný,distribuční kopie v majetku Bontonu,distribuční kopie v majetku Bontonu,2008,"HoverlorD, Belgium",HD telecine,"4371,200000","rip z BD (vyd. EUROPE'S FINEST) včetně EN, DE a FR poditulků",
SEDMIKRÁSKY,0011693,1966,hraný,HF-K 022844,HF-K 022844,2014,Barrandov,HD telecine,"4371,200000",,
SEEBOHM,0062721,1961,dokument,KF-K  005414,KF-K  005414,27.3.2017,FLB,HD telecine,"579,00",,
SELSKÉ PEČENÍ CHLEBA,0066231,,dokument,KF-K 030266,x,2015,Barrandov,HD telecine,"1034,080000",,
SEN NOCI SVATOJÁNSKÉ,4001360,1959,animovaný,KF-K 019737,KF-K 019737,2015,Barrandov,HD telecine,"4333,080000",,
"SEN, KTERÝ SE STAL SKUTEČNOSTÍ",0064978,1930,dokument,KF-K 22589,x,2016,Barrandov,HD telecine,"501,16",,
SESTŘIČKY,0011405,1963,hraný,HF-K 18457,HF-K 18457,2016,Barrandov,HD telecine,"5 118,64",,
SETKÁNÍ PO LETECH,3620761,1965,amatérský dokumentární,KF-K 45786,KF-K 45786,2016,Barrandov,HD telecine,"866,04",,
SETKÁNÍ V ČERVENCI,0011443,1978,hraný,HF-K 32128,HF-K 32128,2016,Barrandov,HD telecine,"4 966,04",,
SCHICHTAL NEBO RADION ,4003421,1925,animovaný,KF-K 034527,x,2012,Barrandov,HD telecine,"68,541667",pro DVD Český animovaný film 1925-1945,
SCHICHTOVY PANENKY,0066886,1932,dokument,KF-K 31842,x,2016,Barrandov,HD telecine,"170,24",,
Schwarzenbergský kanál,3620329,1928,amatérský dokumentární,A25968,A25968,27.3.2017,Barrandov,HD telecine,668.040000,,
SIBIŘSKÁ NAFTA ,0062737,1965,dokument,KF-K 6287,KF-K 6287,2016,Barrandov,HD telecine,"572,60",,
SILÁCKÉ VÝKONY ROSTLIN,0065001,1968,dokument,KF-K 25141,KF-K 25141,2016,Barrandov,HD telecine,"721,20",,
SIRÉNA,0010492,1947,hraný,HF-K 024576,KF-K 024576,2015,Barrandov,HD telecine,"4492,080000",,
SKALNÍ ŠEVCI,0010921,1931,hraný,HF-K 28883,HF-K 28883,2016,Barrandov,HD telecine,"3 749,12",,
SKOK DO TMY,0011698,1964,hraný,HF-K 000210,HF-K 000210,2015,Barrandov,HD telecine,"5332,200000",,
SKOKY DO VODY,0062751,,dokument,KF-K 007662,KF-K 007662,2015,Barrandov,HD telecine,"716,040000",,
SKOUPÁ PERLA TAMILU,0062752,,dokument,KF-K 006410,KF-K 006410,2015,Barrandov,HD telecine,"698,040000",,
SKŘIVÁNCI NA NITI,0011908,1969,hraný,HF-K 026617,HF-K 026617,2014,Barrandov,HD telecine,"5433,040000",,
SKUTEČNOST NOCI SVATOJÁNSKÉ,0062755,,dokument,KF-K 012786,KF-K 012786,2015,Barrandov,HD telecine,"342,400000",,
SLANÁ HORA ,0062759,1965,dokument,KF-K 6288,KF-K 6288,2016,Barrandov,HD telecine,"361,20",,
SLASTI OTCE VLASTI,0011699,1969,hraný,HF-K 14068,HF-K 14068,2016,Barrandov,HD telecine,"5 967,56",,
SLAVNOST ODHALENÍ POMNÍKU ČESKÝCH BRATŘÍ…,0062767,,dokument,KF-K 009704,x,2014,Barrandov,HD telecine,"1395,240000",,
SLAVNOST OTEVŘENÍ ORLOVNY V ČEJKOVICÍCH,0065736,,dokument,KF-K 044364,x,2014,Barrandov,HD telecine,"165,560000",,
SLAVNOST OTEVŘENÍ SOKOLOVNY V DOBRUŠCE DNE 19 ČERVNA 1927,0065530,1927,dokument,KF-K 27029,KF-K 27029,2016,Barrandov,HD telecine,"549,40",,
SLAVNOST V NEJDKU,0067664,,dokument,KF-K 026150,x,2015,Barrandov,HD telecine,"641,800000",,
SLAVNOSTI SNĚŽENEK,0011700,1983,hraný,HF-K 017815,HF-K 017815,2014,Barrandov,HD telecine,"4990,040000",,
SLAVNOSTNÍ PŘIJETÍ LORDA RUNCIMANA KNÍŽETEM A. CLARY-ALDRIGENEM,3620740,1938,amatérský dokumentární,KF-K 46256,x,2016,Barrandov,HD telecine,"41,56",,
SLEČNA OD VODY,0011064,1959,hraný,HF-K 026796,HF-K 026796,2015,Barrandov,HD telecine,"4748,200000",,
SLET ČLENSTVA SOKOLSKÉ ŽUPY PROSTĚJOVSKÉ,3620675,1948,amatérský dokumentární,KF-K 045575,x,2015,Barrandov,HD telecine,"1161,440000",,
SLOVA SLOVA,4000748,1988,animovaný,KF-K 33695,KF-K 33695,2016,Barrandov,HD telecine,"415,48",,
SLÓVCE M,4001371,1964,animovaný,KF-K 007841,KF-K 007841,2014,Barrandov,HD telecine,"495,680000",,
SLUNCE SENO JAHODY,0011408,1983,hraný,HF-K 018350,HF-K 018350,2015,Barrandov,HD telecine,"4960,080000",,
"SLUNCE, SENO A PÁR FACEK",0010377,1989,hraný,HF-K 022408,HF-K 022408,2015,Barrandov,HD telecine,"7587,080000",,
SMOLÍČEK,4001373,1973,animovaný,KF-K 005150,KF-K 005150,2014,Barrandov,HD telecine,"747,040000","Pozor, NFA není držitelem práv výrobce.",
SMRT SI ŘÍKÁ ENGELCHEN,0011706,1963,hraný,HF-K 32401,HF-K 32401,2016,Barrandov,HD telecine,"7 774,04",,
SMRT STOPAŘEK,0011567,1979,hraný,HF-K 25596,HF-K 25596,2016,Barrandov,HD telecine,"4 943,36",,
SMRT TALENTOVANÉHO ŠEVCE,0011983,1982,hraný,HF-K 031683,HF-K 031683,2015,Barrandov,HD telecine,"4884,080000",,
SMRTELNÝ LET AEROPLÁNU POD PRAŽSKÝM MOSTEM,0064139,1919,dokument,KF-K 24585,x,2016,Barrandov,HD telecine,"287,00",,
SNADNÝ ŽIVOT,0010198,1957,hraný,HF-K 9381,HF-K 9381,2014,Barrandov,HD telecine,"4622,040000",,
SNĚHULÁK,4001375,1966,animovaný,KF-K 006075,KF-K 006075,2015,Barrandov,HD telecine,"530,125600",,
SNĚŽENKY A MACHŘI,0011409,,hraný,HF-K 018474,HF-K 018474,2016,Barrandov,HD telecine,"4 926,08",,
SOKOLOVÉ NA KONÍCH,3620530,1946,amatérský dokumentární,KF-K 044426,x,2014,Barrandov,HD telecine,"668,960000",,
SOKOLOVO,0024059,1974,hraný,HF K-24059,HF K-24059,6.12.2016,FLB,HD telecine,,,
SOKOLOVSKÝ ZÁVOD BRANNÉ ZDATNOSTI 1953,0062800,,dokument,KF-K 005300,KF-K 005300,2015,Barrandov,HD telecine,"1008,040000",,
SOKOLSKÁ CVIČENÍ A ZBOROVSKÉ SLAVNOSTI,3620566,?,amatérský dokumentární,KF-K 44842,x,2016,UPP,HD sken,"925,52",,
SOKOLSKÁ CVIČENÍ NA VINOHRADECH,3620676,1948,amatérský dokumentární,KF-K 045572,x,2015,Barrandov,HD telecine,"191,920000",,
SOKOLSKÁ VZPOMÍNKA V ČESKÉM BRODĚ NA PRVNÍ ZÁJEZD AMERIČANŮ 1887 - 1927,0062801,,dokument,KF-K 005774,x,2015,Barrandov,HD telecine,"637,040000",,
SONÁTA PRO ZRZKU,0011711,1980,hraný,HF-K 17765,HF-K 17765,2016,Barrandov,HD telecine,"4 670,20",,
SONDA,4001380,1986,animovaný,KF-K 13117,KF-K 13117,2016,Barrandov,HD telecine,"416,76",,
SOUHVĚZDÍ PANNY,0011712,1965,hraný,HF-K 5422,HF-K 5422,2016,Barrandov,HD telecine,"4 835,04",,
SOUSTO,0010273,,hraný,HF-DP 018881,HF-DP 018881,2014,Barrandov,HD telecine,"669,960000",,
SPALOVAČ MRTVOL,0011715,,hraný,HF-K 014025,HF-K 014025,2014,Česká televize,HD telecine,"5750,720000",,
SPANILÁ JÍZDA,0011716,,hraný,HF-DP 006686,HF-DP 006686,2014,Barrandov,HD telecine,"5289,920000",,
SPEJBLOVO FILMOVÉ OPOJENÍ ,4002403,1931,animovaný,KF-K 006280,KF-K 006280,2012,Barrandov,HD telecine,"1875,958333",pro DVD Český animovaný film 1925-1945,
SPEJBLŮV PŘÍPAD ,4002402,1982,animovaný,KF-K 007433,x,2012,Barrandov,HD telecine,"298,166667",pro DVD Český animovaný film 1925-1945,
SPOLEČENSKÁ HRA,3600128,1966,amatérský hraný,KF-K 32190,x,2016,Barrandov,HD telecine,"277,04",,
SPOLEČNĚ K DÍLU SPOLEČNĚ K JÍDLU,0062820,,dokument,KF-K 005103,KF-K 005103,2014,Česká televize,HD telecine,"625,800000",,
SPORTOVNÍ ÚSPĚCHY PATNÁCTI ,0062826,1960,dokument,KF-K 8008,KF-K 8008,2016,Barrandov,HD telecine,"1 907,04",,
SPRÁVNÁ TREFA,0011947,1987,hraný,HF-K 22329,HF-K 22329,2016,Barrandov,HD telecine,"4 550,40",,
SRPNOVÉ UDÁLOSTI V PRAZE,3620274,1968,amatérský dokumentární,KF-K 31526,x,2016,UPP,HD sken,"671,92",,
STARÁ PRAHA,0062960,,dokument,KF-K 001553,x,2014,Barrandov,HD telecine,"224,040000",,
STARCI NA CHMELU,0011718,1964,hraný,HF-N 1067,,2015,Magyar Filmlabor,4K sken / 4K postprodukce,"5343,280000",Digitálně restaurováno EEA,
STARÉ POVĚSTI ČESKÉ,4001384,1953,animovaný,"HF-N 003931, HF-DP 010445",HF-K 007810,2015,Magyar Filmlabor,"4K sken, 2K zpracování a digitalizace","4852,760000","Digitálně restaurováno v Magyar Filmlabor, jako reference obrazu byla použita kopie č. HF-K 007810",
STATEČNÁ SMRT ČESKÉHO SADAŘE,3600121,?,amatérský hraný,KF-K 032143,x,2015,UPP,HD sken,"384,720000",,
STAVBA KNINIČSKÉ PŘEHRADY,0065778,1960,dokument,KF-K 040626,x,2015,Barrandov,HD telecine,"275,040000",,
STAVBA MOSTU DR. MIROSLAVA TYRŠE PŘES LABE V HRADCI KRÁLOVÉ,0060175,1968,dokument,KF-K 014504,x,2015,Barrandov,HD telecine,"1108,040000",,
STAVBA OSADY BABA,0068649,1963,dokument,KF-K 024258,x,2015,Barrandov,HD telecine,"839,800000",,
STAVBA STÁTNÍ LABSKÉ HYDROELEKTRÁRNY V KOSTELCI NAD LABEM,0067538,1930,dokument,KF-K 041111,x,2015,Barrandov,HD telecine,"1050,040000",,
STAVBA VELKOELEKTRÁRNY V ERVĚNICÍCH,0060488,,dokument,KF-K 015729,x,2015,Barrandov,HD telecine,"887,040000",,
STAVBY MODERNÍCH ASFALTOVÝCH VOZOVEK,0064491,,dokument,KF-K 020966,x,2015,Barrandov,HD telecine,"736,800000",,
STAVITEL CHRÁMU,0010159,1919,hraný,HF-K 019501,x,2015,Barrandov,HD telecine,"2280,080000",,
STIHAČ,3501232,,dokument,KF-K 000787,KF-K 000787,2015,Barrandov,HD telecine,"454,920000",,
STÍNY DVOU VÁLEK,0062866,,dokument,KF-K 002313,KF-K 002313,2014,Česká televize,HD telecine,"822,960000",,
STO DESET LET PLZEŇSKÝCH PIWOWARŮ,0067637,,dokument,KF-K 036099,x,2016,Barrandov,HD telecine,"1 290,64",,
STO LET MĚŠŤANSKÉHO PIVOVARU V PLZNI,0067425,,dokument,KF-K 036736,x,2016,Barrandov,HD telecine,"435,68",,
STO LET VE SLUŽBÁCH TECHNICKÉHO POKROKU,0062867,,dokument,KF-K 000762,KF-K 000762,2014,Barrandov,HD telecine,"826,070400",,
STOPY,0011988,1960,hraný,HF-K 029443,HF-K 029443,2014,Barrandov,HD telecine,"1264,280000",,
STRACH,0011719,,hraný,HF-DP 6792,HF-DP 6792,2016,Barrandov,HD telecine,"5 855,64",,
STRÁŽ MÍRU,0062886,,dokument,KF-K 005038,KF-K 005038,2015,Barrandov,HD telecine,"601,360000",,
STROP,0011721,1961,hraný,HF-K 026931,HF-K 026931,2014,Barrandov,HD telecine,"2464,160000",,
STŘEVÍČEK ,4003204,1937,animovaný,KF-K 029237,KF-K 029237,2012,Barrandov,HD telecine,"313,041667",pro DVD Český animovaný film 1925-1945,
STŘÍBRNÉ DOLY U PŘÍBRAMI,0066065,1927,dokument,DP 11204,DP 11204,30.3.2017,Barrandov,HD telecine,,,
STUDENTI FOTOGRAFICKÉ ŠKOLY V PROSTĚJOVĚ,3620679,?,amatérský dokumentární,KF-K 045573,x,2015,Barrandov,HD telecine,"78,120000",,
STUDENTŮV SEN,3600125,?,amatérský hraný,KF-K 32182,x,2016,Barrandov,HD telecine,"703,36",,
STUDIE DOTEKU,4004323,1966,animovaný,KF-K 46207,KF-K 46207,2016,Barrandov,HD telecine,"54,04",,
STUDUJEME ZA ŠKOLOU,0010876,1939,hraný,HF-DP 012195,HF-DP 012195,2015,Barrandov,HD telecine,"5140,200000",,
STUDUJEME ZEMĚMĚŘIČSTVÍ,3620762,1956,amatérský dokumentární,KF-K 45811,x,2016,Barrandov,HD telecine,"1 289,04",,
STVOŘENÍ SVĚTA,4000606,1957,animovaný,HF-K 18414,HF-K 18414,2016,Barrandov,HD telecine,"4 779,04",,
STVOŘENO Z HLÍNY,0062906,,dokument,KF-K 003882,KF-K 003882,2015,Barrandov,HD telecine,"977,800000",,
Sud prachu na Balkáně  - ZF 4298,3504959,1944,dokument,,,28.3.2017,Barrandov,HD telecine,1105.120000,,
SVATBA JAKO ŘEMEN,0011723,1967,hraný,HF-K 001794,HF-K 001794,2015,Barrandov,HD telecine,"5548,040000",,
SVATBA O PŮLNOCI ,4001925,1935,animovaný,KF-K 018308,KF-K 018308,2012,Barrandov,HD telecine,"288,166667",pro DVD Český animovaný film 1925-1945,
SVATBA UPÍRŮ,0012073,,hraný,HF-K 027311,HF-K 027311,2015,Barrandov,HD telecine,"5649,080000",,
SVATBA V KORÁLOVÉM MOŘI ,4000372,1944,animovaný,KF-K 042396,KF-K 042396,2012,Barrandov,HD telecine,"644,666667",pro DVD Český animovaný film 1925-1945,
SVATBY PANA VOKA,0011123,,hraný,HF.K 10011,HF.K 10011,2016,Barrandov,HD telecine,"5 880,60",,
SVATEJ Z KREJCÁRKU,0011725,1969,hraný,HF-K 4583,HF-K 4583,2016,Barrandov,HD telecine,"5 204,04",,
SVÁTEK PRÁCE VE ZLÍNĚ 1936,0066539,,dokument,KF-K 034751,KF-K 034751,2015,Barrandov,HD telecine,"681,040000",,
SVATOJÁNSKÉ PROUDY,0062912,,dokument,KF-K 033708,x,2015,Barrandov,HD telecine,"171,520000",,
SVATOVÁCLAVSKÉ DNI ORELSTVA PRAHA 28. VI. - 8. VII. 1929,0068134,,dokument,KF-K 026590,x,2016,Barrandov,HD telecine,"383,60",,
SVAZARM V ROCE 1955,0065613,,dokument,KF-K 027585,KF-K 027585,2015,Barrandov,HD telecine,"660,040000",,
SVĚDECTVÍ MRTVÝCH,0062922,,dokument,KF-K 009589,KF-K 009589,2014,Barrandov,HD telecine,"353,040000",,
SVĚDECTVÍ ZEMĚ,0062924,1961,dokument,KF-K  002170,KF-K  002170,27.3.2017,FLB,HD telecine,"933,00",,
SVĚT VE FILMU 1968 Č.21,3927814,1968,zpravodajský film,KF-K 43482,KF-K 43482,2016,Barrandov,HD telecine,"827,68",,
SVĚTÁCI,0011726,1969,hraný,HF-DP 010196,HF-DP 010196,2015,Barrandov,HD telecine,"5889,200000",,
SVĚTLO JEHO OČÍ,0010924,1936,hraný,HF-K 025061,HF-K 025061,2013,Barrandov,HD telecine,"5063,040000","na konci doplnen chybejici zvuk z digibety, pak zaarchivovana opravena verze",
SVĚTLO PRONIKÁ TMOU,0060544,,dokument,KF-K 036732,KF-K 036732,2014,Barrandov,HD telecine,"270,040000",,
SVĚTOVÝ REKORD PŘEKONÁN,0062944,1963,dokument,KF-K 1324,KF-K 1324,2016,Barrandov,HD telecine,"819,04",,
SVIT GOTTWALDOV,0061053,,dokument,KF-K 024755,KF-K 024755,2015,Barrandov,HD telecine,"759,840000",V AIS prevedeno na MÍROVÁ VÝSTAVBA GOTTWALDOVA == 0069719,
"SYMFONIE ""C""",4003401,?,animovaný,KF-K 041045,KF-K 041045,2012,Barrandov,HD telecine,"63,680000",pro DVD Dodalovi,
ŠAMPION ,4001405,1928,animovaný,KF-K 013580,x,2012,Barrandov,HD telecine,"279,583333",pro DVD Český animovaný film 1925-1945,
ŠÍLENĚ SMUTNÁ PRINCEZNA,0011731,1968,hraný,HF-K 031563,HF-K 031563,2014,Barrandov,HD telecine,"4976,200000",,
ŠÍLENÝ LÉKAŘ,0010289,1920,hraný,HF-K 003644,x,2015,Barrandov,HD telecine,"2280,080000",,
ŠKODOVY ZÁVODY PRŮMYSLOVÉ,0067756,,dokument,KF-K 027156,x,2014,Barrandov,HD telecine,"229,240000",,
ŠMUDLÍK A LESKULINKA ,4001407,1937,animovaný,KF-K 006291,KF-K 006291,2012,Barrandov,HD telecine,"113,377500",pro DVD Český animovaný film 1925-1945,
ŠPALÍČEK,4001409,1947,animovaný,,,2015,Magyar Filmlabor,4K sken / 4K postprodukce,"4601,120000",Digitálně restaurováno EEA,
ŠPATNĚ NAMALOVANÁ SLEPICE,4001410,1963,animovaný,KF-K 008456,KF-K 008456,2014,Barrandov,HD telecine,"785,520000",,
ŠTĚŇATA,0010943,1957,hraný,HF-DP 001630,HF-DP 001630,2014,Barrandov,HD telecine,"4539,200000",,
ŠVADLENKA,0010881,1936,hraný,HF-K 021759,HF-K 021759,2015,Barrandov,HD telecine,"5137,080000",,
ŠVEC A ČERT,4003150,1989,animovaný,KF-K 026319,KF-K 026319,2015,Barrandov,HD telecine,"844,040000",,
TAJEMSTVÍ HRADU V KARPATECH,0011950,1981,hraný,HF-K 023120,HF-K 023120,2014,Barrandov,HD telecine,"5660,200000",,
TAJEMSTVÍ CHETITŮ,0063018,,dokument,KF-K 013393,KF-K 013393,2014,Česká televize,HD telecine,"542,520000",,
TAJEMSTVÍ LUCERNY ,4001613,1936,animovaný,KF-K 029599,KF-K 029599,2012,Barrandov,HD telecine,"147,708333",pro DVD Český animovaný film 1925-1945,
TAJEMSTVÍ ÚSPĚCHU ,4000137,1934,animovaný,KF-K 014684,KF-K 014684,2012,Barrandov,HD telecine,"90,083333",pro DVD Český animovaný film 1925-1945,
TAK NA TO,4001417,1963,animovaný,KF-K 005960,KF-K 005960,2014,Barrandov,HD telecine,"638,600000",,
TAKOVÝ JE ŽIVOT (ROMÁN PRAŽSKÉ ŠVADLENY),0010205,1929,hraný,,x,2015,Magyar Filmlabor,4K sken / 2K postprodukce,"4312,120000",Digitálně restaurováno EEA,
"TALLÍM,DUŠE BAREV A VZORŮ",0063030,1962,dokument,KF-K 6401,KF-K 6401,2016,Barrandov,HD telecine,"394,04",,
TAM NA KONEČNÉ,0010944,1957,hraný,HF-K 003416,HF-K 003416,2015,Barrandov,HD telecine,"5841,200000",,
TANEČNICE,0010927,1943,hraný,HF-K 23195,HF-K 23195,2014,Barrandov,HD telecine,"5650,160000",,
TÁTO SEŽEŇ ŠTĚNĚ,0011738,1964,hraný,HF-K 8243,HF-K 8243,2016,Barrandov,HD telecine,"4 587,80",,
TAŽNÍ PTÁCI,0011740,1961,hraný,HF-K 008744,HF-K 008744,2015,Barrandov,HD telecine,"4725,080000",,
TEČKA ,4002913,1933,animovaný,KF-K 013578,x,2012,Barrandov,HD telecine,"215,166667",pro DVD Český animovaný film 1925-1945,
TEĎ ZAS MY,0010883,1939,hraný,HF-K 11134,HF-K 11134,2014,Barrandov,HD telecine,"4294,040000",,
TEHDY V ROCE 1985,3620408,1985,amatérský dokumentární,KF-K 042853,KF-K 042853,2014,Barrandov,HD telecine,"1152,920000",,
TECHNIKA ROZHLASU ,4003289,1939,animovaný,KF-K 005778,x,2012,Barrandov,HD telecine,"1676,041667",pro DVD Český animovaný film 1925-1945,
TEKUTÝ CHLÉB,0063048,,dokument,KF-K 013175,KF-K 013175,2016,Barrandov,HD telecine,"625,36",,
TĚLOCVIČNA AKADEMIE SOKOLA NA VINOHRADECH,0060295,,dokument,KF-K 015008,x,2015,Barrandov,HD telecine,"331,895600",,
TĚLOVÝCHOVA A SPORT 1955 Č.07,3921734,1955,zpravodajský film,DP-K 32365,DP-K 32365,2016,Barrandov,HD telecine,"662,04",,
TĚLOVÝCHOVA A SPORT 1956 Č.08,3927360,1956,zpravodajský film,DP-K 45674,DP-K 45674,2016,Barrandov,HD telecine,"612,04",,
TĚLOVÝCHOVA SPORT 1961 Č.08,3921075,1961,zpravodajský film,KF-K 29820,KF-K 29816,2016,Barrandov,HD telecine,"647,92",,
TEMPO,0063051,1965,dokument,KF-K 6402,KF-K 6402,2016,Barrandov,HD telecine,"485,04",,
TEN ČAS,0011963,1966,hraný,KF-K 18939,KF-K 18939,2016,Barrandov,HD telecine,"831,04",,
TEN SVETR SI NESVLÍKEJ,0011654,1980,hraný,HF-K 19971,HF-K 19971,2016,Barrandov,HD telecine,"4 551,00",,
TEREZÍN,0066608,,dokument,KF-K  030408,KF-K  030408,2014,Barrandov,HD telecine,"896,000000",,
TEREZU BYCH KVŮLI ŽÁDNÉ HOLCE NEOPUSTIL,0011942,1976,hraný,HF-K 25594,HF-K 25594,2016,Barrandov,HD telecine,"4 817,04",,
TETIČKA,0010884,1941,hraný,HF-K 32ř8,HF-K 32ř8,2016,Barrandov,HD telecine,"4 711,04",úvodní titulky doplněny z kopie HF-K9355,
TEXTILNÍ VLÁKNA,0063064,,dokument,KF-K 030314,KF-K 030314,2015,Barrandov,HD telecine,"1040,000000",,
TCHÁN,0011569,1979,hraný,HF-K 026867,HF-K 026867,2015,Barrandov,HD telecine,"4906,080000",,
TLUČE BUBENÍČEK ,4002342,1936,animovaný,KF-K 018324,KF-K 018324,2012,Barrandov,HD telecine,"199,601667",pro DVD Český animovaný film 1925-1945,
TO JSOU BRATŘI V TRIKU,0063073,,dokument,KF-K 009485,x,2015,Barrandov,HD telecine,"1311,960000",,
TONKA ŠIBENICE,0010500,1930,hraný,"filmový zdroj není ve sbírkách NFA, jedná se o nitrátní kopii zapůjčenou z CNC (Francie)","filmový zdroj není ve sbírkách NFA, jedná se o nitrátní kopii zapůjčenou z CNC (Francie)",2015,UPP,HD sken,"4958,000000",,
TOPOLČANKY V ZÁŘÍ 1925,0064350,1925,dokument,KF-K 24864,KF-K 24864,2016,Barrandov,HD telecine,"766,92",,
TOUHA,0011070,1958,hraný,HF-DP 005851,HF-DP 005851,2016,Barrandov,HD telecine,"5 473,08",,
TOVÁRNA NA ILUSE,0063080,,dokument,KF-K 001265,KF-K 001265,2014,Česká televize,HD telecine,"636,560000",,
"TOŽ, ON JE DOBRÉ CHLAP",0068038,,dokument,KF-DP 035468,KF-DP 035468,2015,Barrandov,HD telecine,"552,040000",,
TRAGEDIE AMOROVA,3600126,1964,amatérský,KF-K 32178,KF-K 32178,2016,Barrandov,HD telecine,"633,04",,
TRANSIT CARLSBAD,0011760,1966,hraný,HF-K 002502,HF-K 002502,2015,UPP,HD sken,"5660,840000",pozor: česko-anglicko-francouzsko-německá jazyková verze s českými podtitulky ve filmovém obrazu,
TRANSPORT Z RÁJE,0011756,1962,hraný,HF-K 029735,HF-K 029735,2014,Barrandov,HD telecine,"5517,720000",,
TRHÁK,0011655,1980,hraný,HF-K 014004,HF-K 014004,2015,Barrandov,HD telecine,"5435,080000",,
TŘETÍ PRINC,0011951,1982,hraný,HF-K 023125,HF-K 023125,2014,Barrandov,HD telecine,"5081,080000",,
TŘETÍ SKOBA PRO KOCOURA,0012015,1983,hraný,HF-K 26751,HF-K 26751,2016,Barrandov,HD telecine,"4 685,36",,
TŘI CHLAPI V CHALUPĚ,0011743,1963,hraný,HF-K 9414,HF-K 9414,2016,Barrandov,HD telecine,"5 453,68",,
